Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kilos)
22798,71,141,181,64
22799,68,123,172,56
22800,66,120,169,54
22801,69,120,174,54
22802,68,137,172,62
22803,68,123,174,56
22804,68,118,173,53
22805,73,138,185,62
22806,67,124,169,56
22807,69,133,176,60
22808,70,116,177,53
22809,64,128,163,58
22810,68,122,173,55
22811,65,125,166,57
22812,66,123,167,56
22813,66,121,168,55
22814,67,114,170,52
22815,67,130,170,59
22816,68,127,173,57
22817,68,133,172,60
22818,68,102,172,46
22819,68,119,173,54
22820,68,128,172,58
22821,66,122,167,55
22822,68,142,173,64
22823,70,143,178,65
22824,71,137,179,62
22825,66,124,168,56
22826,68,133,173,60
22827,65,116,164,53
22828,67,140,170,64
22829,71,126,181,57
22830,65,131,165,59
22831,66,126,166,57
22832,68,120,174,55
22833,64,112,163,51
22834,68,130,172,59
22835,66,124,168,56
22836,68,124,174,56
22837,67,130,171,59
22838,67,118,171,54
22839,66,126,168,57
22840,69,124,176,56
22841,71,141,179,64
22842,69,125,175,57
22843,67,115,170,52
22844,70,140,177,63
22845,69,132,175,60
22846,68,134,172,61
22847,66,126,168,57
22848,66,111,167,50
22849,72,128,184,58
22850,68,127,173,57
22851,63,115,161,52
22852,70,134,178,61
22853,66,111,167,50
22854,69,136,175,62
22855,73,138,186,63
22856,69,148,175,67
22857,68,135,172,61
22858,63,122,160,56
22859,70,126,177,57
22860,68,116,173,53
22861,69,133,174,60
22862,68,114,173,52
22863,68,128,173,58
22864,67,120,170,55
22865,69,134,175,61
22866,68,120,172,54
22867,68,129,172,58
22868,69,151,176,69
22869,67,120,171,54
22870,69,144,176,65
22871,66,119,168,54
22872,68,136,172,62
22873,70,109,177,49
22874,65,114,164,52
22875,68,119,172,54
22876,65,103,164,47
22877,69,136,175,62
22878,68,125,174,57
22879,67,111,171,50
22880,68,110,172,50
22881,65,112,166,51
22882,69,147,174,67
22883,70,108,177,49
22884,66,119,167,54
22885,67,108,169,49
22886,68,118,173,54
22887,71,147,180,67
22888,68,114,172,52
22889,71,138,180,62
22890,67,122,169,55
22891,70,133,177,60
22892,69,118,176,54
22893,68,126,173,57
22894,66,130,169,59
22895,69,123,175,56
22896,68,118,171,54
22897,70,143,177,65
22898,66,131,168,59
22899,69,144,176,65
22900,71,124,181,56
22901,70,128,179,58
22902,69,114,175,52
22903,68,130,173,59
22904,67,137,170,62
22905,66,126,166,57
22906,68,122,172,55
22907,65,113,166,51
22908,69,134,174,61
22909,70,108,177,49
22910,68,129,172,58
22911,69,132,175,60
22912,71,134,181,61
22913,67,121,169,55
22914,69,117,175,53
22915,70,132,178,60
22916,67,114,169,52
22917,71,149,181,68
22918,72,136,183,62
22919,69,127,176,58
22920,68,138,174,62
22921,69,138,176,62
22922,67,124,171,56
22923,67,120,171,55
22924,68,124,174,56
22925,68,131,174,59
22926,70,101,178,46
22927,70,126,178,57
22928,66,134,169,61
22929,67,115,169,52
22930,64,117,163,53
22931,71,137,181,62
22932,70,147,178,67
22933,69,136,175,62
22934,65,129,164,59
22935,67,116,171,53
22936,70,138,178,62
22937,70,133,179,60
22938,66,117,167,53
22939,64,115,163,52
22940,67,135,169,61
22941,67,137,171,62
22942,69,137,176,62
22943,70,131,177,59
22944,66,128,168,58
22945,64,114,163,52
22946,62,78,157,35
22947,68,118,172,54
22948,66,110,169,50
22949,67,124,170,56
22950,68,123,173,56
22951,66,117,168,53
22952,70,140,178,64
22953,69,137,174,62
22954,71,137,181,62
22955,65,112,164,51
22956,67,115,169,52
22957,67,131,171,59
22958,68,121,173,55
22959,65,125,166,56
22960,69,114,174,52
22961,68,126,173,57
22962,67,121,169,55
22963,67,138,171,62
22964,68,147,172,67
22965,65,110,165,50
22966,68,135,173,61
22967,66,134,168,61
22968,69,134,175,61
22969,69,120,176,54
22970,69,129,174,58
22971,70,137,177,62
22972,67,102,171,46
22973,70,126,179,57
22974,68,135,174,61
22975,69,142,175,65
22976,69,110,174,50
22977,63,102,161,46
22978,69,118,176,53
22979,68,121,172,55
22980,66,137,169,62
22981,66,118,167,53
22982,70,124,177,56
22983,65,101,166,46
22984,70,139,178,63
22985,68,127,173,58
22986,68,141,173,64
22987,67,125,170,57
22988,66,120,168,54
22989,68,143,172,65
22990,67,112,170,51
22991,71,145,179,66
22992,63,123,160,56
22993,70,138,178,63
22994,72,145,183,66
22995,69,126,175,57
22996,69,133,175,60
22997,65,125,164,57
22998,69,125,175,57
22999,69,142,175,64
23000,67,127,170,58
23001,66,105,168,48
23002,65,123,166,56
23003,68,117,174,53
23004,73,156,185,71
23005,69,123,176,56
23006,68,125,172,57
23007,68,100,173,46
23008,67,124,169,56
23009,67,129,171,59
23010,65,117,166,53
23011,71,141,181,64
23012,66,116,167,53
23013,69,135,174,61
23014,71,124,179,56
23015,70,120,177,55
23016,72,124,183,56
23017,69,132,175,60
23018,68,127,173,58
23019,70,123,179,56
23020,66,119,169,54
23021,70,135,177,61
23022,67,109,170,50
23023,66,120,169,54
23024,67,139,170,63
23025,69,132,176,60
23026,71,133,180,60
23027,65,126,166,57
23028,68,132,172,60
23029,68,130,172,59
23030,68,114,173,52
23031,65,114,164,52
23032,67,132,171,60
23033,68,115,173,52
23034,66,121,169,55
23035,67,120,169,54
23036,67,105,170,48
23037,66,127,168,57
23038,68,127,173,58
23039,68,111,172,50
23040,74,154,188,70
23041,69,141,174,64
23042,62,129,158,59
23043,68,140,173,64
23044,68,117,173,53
23045,69,120,175,54
23046,67,107,169,49
23047,70,141,178,64
23048,68,118,172,54
23049,68,117,172,53
23050,69,126,176,57
23051,66,110,169,50
23052,70,147,178,67
23053,69,139,176,63
23054,69,137,175,62
23055,69,135,175,61
23056,67,133,171,60
23057,66,138,167,63
23058,66,116,167,53
23059,67,143,171,65
23060,70,131,177,59
23061,71,139,179,63
23062,69,123,174,56
23063,66,127,167,58
23064,69,138,174,63
23065,73,132,184,60
23066,67,127,171,57
23067,64,95,162,43
23068,67,121,169,55
23069,68,124,173,56
23070,67,131,171,60
23071,68,127,173,57
23072,64,111,163,50
23073,70,145,177,66
23074,69,136,174,62
23075,67,137,169,62
23076,66,122,169,55
23077,70,126,177,57
23078,70,160,178,73
23079,69,128,176,58
23080,69,134,175,61
23081,71,141,181,64
23082,69,118,175,54
23083,69,147,176,66
23084,70,139,177,63
23085,65,119,165,54
23086,68,118,174,54
23087,70,128,177,58
23088,71,154,181,70
23089,69,128,175,58
23090,71,140,180,63
23091,69,143,175,65
23092,70,131,178,60
23093,66,138,169,63
23094,66,130,167,59
23095,70,160,179,72
23096,65,106,165,48
23097,66,147,168,67
23098,63,101,161,46
23099,65,112,166,51
23100,70,123,177,56
23101,67,108,171,49
23102,70,126,177,57
23103,68,118,173,53
23104,70,123,177,56
23105,69,132,174,60
23106,69,134,175,61
23107,69,141,174,64
23108,68,124,172,56
23109,69,143,176,65
23110,70,130,177,59
23111,68,143,172,65
23112,66,123,168,56
23113,66,107,168,49
23114,66,122,168,55
23115,66,105,169,47
23116,69,127,176,58
23117,65,122,166,55
23118,67,124,169,56
23119,68,138,173,62
23120,72,138,183,63
23121,70,143,178,65
23122,66,115,169,52
23123,70,127,177,58
23124,69,118,175,53
23125,68,125,173,57
23126,71,135,181,61
23127,69,129,176,58
23128,66,133,167,60
23129,67,122,169,55
23130,66,144,169,65
23131,70,133,178,60
23132,63,119,160,54
23133,71,157,180,71
23134,66,123,167,56
23135,68,133,174,60
23136,68,132,174,60
23137,67,128,170,58
23138,70,146,179,66
23139,68,127,173,57
23140,66,107,169,49
23141,68,125,173,57
23142,69,133,175,60
23143,67,118,170,53
23144,68,127,172,58
23145,66,138,167,63
23146,69,142,176,64
23147,69,128,176,58
23148,67,144,171,65
23149,71,132,182,60
23150,69,140,175,63
23151,67,128,170,58
23152,69,127,175,57
23153,68,143,172,65
23154,69,121,174,55
23155,66,133,168,60
23156,67,121,169,55
23157,68,120,173,54
23158,70,128,178,58
23159,65,114,165,52
23160,69,138,175,62
23161,69,137,175,62
23162,68,120,174,54
23163,70,142,178,64
23164,69,140,175,64
23165,68,150,173,68
23166,65,120,164,54
23167,69,141,176,64
23168,70,113,177,51
23169,70,119,178,54
23170,70,143,178,65
23171,68,118,173,54
23172,68,136,173,62
23173,67,125,170,57
23174,65,118,166,53
23175,69,130,175,59
23176,68,142,173,64
23177,64,134,164,61
23178,67,112,170,51
23179,70,131,178,59
23180,67,128,171,58
23181,65,101,166,46
23182,68,125,172,56
23183,70,149,178,68
23184,70,139,177,63
23185,73,131,186,60
23186,66,121,168,55
23187,66,123,166,56
23188,70,149,177,68
23189,66,127,167,58
23190,69,133,176,60
23191,65,108,165,49
23192,69,138,176,63
23193,71,137,179,62
23194,68,119,173,54
23195,66,113,168,51
23196,65,114,165,52
23197,69,117,174,53
23198,71,127,181,58
23199,66,117,167,53
23200,70,128,177,58
23201,70,136,178,62
23202,69,130,176,59
23203,70,126,178,57
23204,66,118,169,54
23205,66,107,168,49
23206,68,131,173,60
23207,67,128,170,58
23208,69,125,175,57
23209,70,157,177,71
23210,68,129,173,58
23211,67,130,169,59
23212,67,108,169,49
23213,67,115,169,52
23214,68,126,173,57
23215,69,139,174,63
23216,68,114,174,52
23217,66,114,169,52
23218,68,133,173,60
23219,69,140,174,63
23220,69,120,175,54
23221,65,129,165,59
23222,68,112,172,51
23223,67,116,170,53
23224,71,140,180,63
23225,67,137,171,62
23226,69,127,175,58
23227,66,122,167,55
23228,67,122,170,55
23229,69,145,175,66
23230,66,104,169,47
23231,67,127,170,57
23232,70,138,179,62
23233,68,139,173,63
23234,70,139,178,63
23235,73,135,185,61
23236,66,137,167,62
23237,66,125,166,57
23238,70,119,178,54
23239,69,128,176,58
23240,69,106,175,48
23241,69,133,174,60
23242,66,127,167,58
23243,70,121,177,55
23244,69,132,174,60
23245,67,117,169,53
23246,70,135,178,61
23247,68,142,173,64
23248,71,151,181,69
23249,69,126,175,57
23250,67,139,171,63
23251,68,114,172,52
23252,67,127,171,58
23253,69,140,176,64
23254,68,127,171,58
23255,66,115,168,52
23256,69,117,174,53
23257,67,122,170,56
23258,69,126,176,57
23259,72,147,183,67
23260,65,118,166,54
23261,66,108,169,49
23262,67,112,170,51
23263,69,135,176,61
23264,68,125,172,57
23265,69,144,175,65
23266,67,146,171,66
23267,69,135,175,61
23268,69,129,176,59
23269,69,144,175,66
23270,65,107,165,48
23271,67,111,171,50
23272,67,132,169,60
23273,66,94,166,43
23274,64,118,162,54
23275,70,134,177,61
23276,64,124,164,56
23277,65,116,164,52
23278,68,133,172,60
23279,65,124,165,56
23280,68,130,173,59
23281,68,121,172,55
23282,69,127,174,57
23283,69,121,176,55
23284,66,116,168,53
23285,71,132,181,60
23286,69,114,174,52
23287,68,138,173,63
23288,64,113,163,51
23289,69,138,175,63
23290,65,116,166,53
23291,69,135,175,61
23292,67,118,171,53
23293,66,121,168,55
23294,69,127,176,58
23295,68,123,172,56
23296,70,120,178,54
23297,70,128,177,58
23298,69,137,176,62
23299,68,102,173,46
23300,69,128,176,58
23301,68,120,173,54
23302,68,116,173,52
23303,68,145,174,66
23304,69,132,175,60
23305,65,123,165,56
23306,69,127,175,57
23307,65,118,165,54
23308,69,141,176,64
23309,64,107,164,48
23310,67,129,170,58
23311,68,123,173,56
23312,68,111,173,50
23313,68,123,172,56
23314,67,114,169,52
23315,70,134,177,61
23316,70,132,178,60
23317,66,112,168,51
23318,69,140,175,64
23319,68,123,174,56
23320,68,121,172,55
23321,68,127,173,58
23322,68,116,172,53
23323,66,105,168,48
23324,65,116,164,53
23325,70,154,178,70
23326,71,139,181,63
23327,73,142,186,64
23328,67,128,170,58
23329,68,112,172,51
23330,66,123,168,56
23331,67,135,170,61
23332,67,127,169,58
23333,67,139,170,63
23334,69,130,176,59
23335,72,153,182,69
23336,68,127,173,58
23337,72,149,183,68
23338,65,102,164,46
23339,68,102,172,46
23340,67,129,171,58
23341,69,128,175,58
23342,69,131,175,59
23343,70,130,177,59
23344,69,126,176,57
23345,69,160,176,73
23346,71,126,180,57
23347,68,130,172,59
23348,66,108,168,49
23349,65,126,166,57
23350,68,116,173,52
23351,68,157,174,71
23352,67,129,170,59
23353,71,129,180,58
23354,68,131,173,59
23355,68,138,172,62
23356,68,129,174,59
23357,71,135,179,61
23358,71,153,180,69
23359,68,119,172,54
23360,68,144,173,66
23361,72,138,182,62
23362,70,132,177,60
23363,68,124,174,56
23364,70,139,177,63
23365,68,130,173,59
23366,66,130,167,59
23367,66,121,169,55
23368,67,127,170,58
23369,71,128,180,58
23370,66,122,168,55
23371,64,108,162,49
23372,67,124,171,56
23373,69,139,175,63
23374,65,116,166,53
23375,67,115,170,52
23376,67,136,171,62
23377,67,120,169,55
23378,68,121,172,55
23379,67,122,169,55
23380,71,119,180,54
23381,71,129,181,59
23382,65,112,166,51
23383,68,143,173,65
23384,64,111,164,50
23385,64,108,163,49
23386,67,127,170,57
23387,70,132,178,60
23388,69,151,176,69
23389,64,112,163,51
23390,68,120,173,54
23391,67,112,170,51
23392,67,122,171,55
23393,66,115,168,52
23394,69,132,176,60
23395,68,123,173,56
23396,68,113,174,51
23397,69,142,175,65
23398,69,125,174,57
23399,66,130,168,59
23400,72,134,182,61
23401,69,138,175,62
23402,68,128,173,58
23403,68,134,173,61
23404,68,123,172,56
23405,67,118,170,54
23406,64,103,161,47
23407,63,114,160,52
23408,69,131,175,59
23409,64,121,161,55
23410,67,135,171,61
23411,68,129,173,59
23412,70,148,179,67
23413,70,129,177,58
23414,64,100,164,46
23415,68,131,173,59
23416,66,126,168,57
23417,71,134,180,61
23418,71,141,181,64
23419,68,146,173,66
23420,69,134,176,61
23421,67,126,170,57
23422,68,126,174,57
23423,68,135,174,61
23424,69,153,174,70
23425,68,129,172,58
23426,67,96,170,44
23427,63,104,161,47
23428,68,136,172,62
23429,68,121,172,55
23430,70,134,178,61
23431,71,141,182,64
23432,67,111,169,50
23433,69,131,175,59
23434,69,127,175,58
23435,70,106,177,48
23436,69,119,175,54
23437,65,151,165,69
23438,68,118,172,54
23439,67,133,170,60
23440,70,126,177,57
23441,67,132,169,60
23442,68,144,174,65
23443,67,111,170,50
23444,67,137,171,62
23445,69,131,176,59
23446,64,115,163,52
23447,66,117,167,53
23448,65,121,165,55
23449,69,132,175,60
23450,67,118,169,54
23451,70,136,177,62
23452,65,109,165,50
23453,65,111,165,50
23454,71,128,179,58
23455,69,113,175,51
23456,70,115,178,52
23457,67,115,171,52
23458,69,135,174,61
23459,67,107,171,49
23460,72,140,184,63
23461,67,120,170,54
23462,67,135,171,61
23463,69,124,176,56
23464,72,138,184,63
23465,65,121,166,55
23466,68,119,174,54
23467,63,130,161,59
23468,70,128,177,58
23469,71,120,180,55
23470,69,130,175,59
23471,67,117,170,53
23472,71,130,180,59
23473,68,119,174,54
23474,68,123,172,56
23475,70,132,177,60
23476,72,118,182,53
23477,66,128,169,58
23478,72,124,183,56
23479,68,119,172,54
23480,69,120,175,55
23481,66,134,168,61
23482,69,138,176,63
23483,67,110,170,50
23484,68,124,174,56
23485,66,123,167,56
23486,70,140,177,64
23487,68,126,172,57
23488,68,144,173,65
23489,69,130,176,59
23490,68,116,172,53
23491,73,133,186,60
23492,67,127,170,58
23493,66,105,168,48
23494,67,123,171,56
23495,70,139,178,63
23496,69,136,174,62
23497,68,128,173,58
23498,69,120,175,55
23499,69,133,176,60
23500,67,130,170,59
23501,70,126,177,57
23502,69,115,175,52
23503,69,120,174,55
23504,68,125,174,57
23505,68,111,173,50
23506,69,138,174,63
23507,69,125,175,57
23508,69,117,174,53
23509,65,107,165,48
23510,67,130,169,59
23511,69,135,174,61
23512,68,122,172,56
23513,69,153,174,69
23514,67,135,169,61
23515,66,120,167,55
23516,66,127,168,58
23517,70,132,177,60
23518,67,116,170,52
23519,68,123,174,56
23520,68,141,173,64
23521,66,114,167,52
23522,67,106,170,48
23523,69,135,175,61
23524,68,125,174,57
23525,66,133,168,60
23526,69,138,176,63
23527,66,131,167,60
23528,67,118,171,54
23529,67,117,171,53
23530,64,115,164,52
23531,70,145,178,66
23532,67,147,170,66
23533,69,122,176,55
23534,68,112,172,51
23535,69,123,176,56
23536,67,119,170,54
23537,67,126,171,57
23538,69,121,175,55
23539,67,112,170,51
23540,65,122,165,55
23541,70,128,178,58
23542,67,137,169,62
23543,66,125,167,57
23544,67,116,170,53
23545,66,95,168,43
23546,66,123,167,56
23547,70,132,177,60
23548,72,155,184,70
23549,69,126,175,57
23550,66,120,167,55
23551,68,133,172,61
23552,68,139,171,63
23553,65,130,164,59
23554,70,138,179,63
23555,66,119,168,54
23556,69,133,175,60
23557,66,118,167,54
23558,68,121,172,55
23559,66,120,169,55
23560,68,127,173,58
23561,66,127,168,58
23562,71,123,180,56
23563,68,127,173,58
23564,68,126,173,57
23565,69,130,175,59
23566,66,128,168,58
23567,66,118,168,54
23568,66,116,168,52
23569,67,121,170,55
23570,71,142,180,64
23571,70,121,177,55
23572,69,139,174,63
23573,68,109,173,49
23574,65,130,166,59
23575,70,140,177,63
23576,69,127,174,58
23577,71,131,179,59
23578,69,140,175,63
23579,69,147,176,67
23580,65,106,166,48
23581,67,118,171,54
23582,68,129,174,59
23583,68,120,174,54
23584,67,122,170,55
23585,69,128,176,58
23586,65,130,166,59
23587,67,120,169,54
23588,67,137,170,62
23589,71,141,181,64
23590,70,126,178,57
23591,68,122,173,55
23592,70,136,179,62
23593,70,116,178,53
23594,70,121,178,55
23595,66,126,169,57
23596,67,126,170,57
23597,67,135,171,61
23598,68,110,172,50
23599,67,111,171,50
23600,67,120,169,54
23601,70,147,177,67
23602,67,124,169,56
23603,70,123,177,56
23604,66,128,168,58
23605,71,145,180,66
23606,68,110,174,50
23607,67,139,171,63
23608,71,143,179,65
23609,68,113,172,51
23610,71,148,180,67
23611,70,130,178,59
23612,69,129,175,59
23613,67,111,171,50
23614,67,121,171,55
23615,68,132,172,60
23616,70,124,177,56
23617,69,116,174,53
23618,69,130,176,59
23619,69,135,174,61
23620,67,134,171,61
23621,68,124,173,56
23622,64,113,162,51
23623,68,121,173,55
23624,67,127,169,58
23625,68,113,173,51
23626,67,139,171,63
23627,70,147,177,67
23628,66,117,167,53
23629,69,148,175,67
23630,65,110,166,50
23631,69,125,175,57
23632,68,138,174,63
23633,68,135,172,61
23634,66,136,169,62
23635,68,137,174,62
23636,73,141,187,64
23637,65,118,166,54
23638,68,136,173,62
23639,68,123,172,56
23640,68,115,172,52
23641,66,120,168,54
23642,69,122,175,55
23643,68,127,173,58
23644,67,121,171,55
23645,64,119,164,54
23646,70,126,177,57
23647,67,107,170,48
23648,67,121,171,55
23649,69,118,175,54
23650,67,123,169,56
23651,69,136,176,62
23652,68,122,172,55
23653,71,148,179,67
23654,69,131,176,59
23655,67,123,171,56
23656,68,118,172,53
23657,71,132,180,60
23658,68,126,173,57
23659,69,136,175,61
23660,69,130,176,59
23661,67,124,169,56
23662,68,116,171,52
23663,68,129,173,59
23664,65,110,164,50
23665,68,118,172,54
23666,67,126,170,57
23667,69,112,174,51
23668,68,125,172,57
23669,68,131,172,59
23670,71,129,182,58
23671,66,122,169,55
23672,65,115,166,52
